Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),Unnamed: 11
,00:00:29,113,9.9,06:04,77,603,,74.3,24.8,0,
,00:00:30,114,9.9,06:03,77,603,,77.2,24.8,0,
,00:00:31,114,9.9,06:02,77,603,,79.7,24.8,0,
,00:00:32,115,10.0,06:01,77,603,,82.5,24.8,0,
,00:00:33,116,10.0,05:58,76,603,,85.5,24.8,0,
,00:00:34,116,10.0,05:58,76,603,,85.6,24.8,0,
,00:00:35,116,10.3,05:51,77,603,,90.51,24.7,0,
,00:00:36,116,10.4,05:46,76,603,,94.0,24.7,0,
,00:00:37,117,10.4,05:46,76,603,,94.2,24.7,0,
,00:00:38,117,10.5,05:41,77,603,,99.11,24.7,0,
,00:00:39,117,10.5,05:41,76,603,,99.7,24.7,0,
,00:00:40,118,10.6,05:40,76,603,,102.9,24.6,0,
,00:00:41,119,10.6,05:40,76,603,,106.0,24.6,0,
,00:00:42,120,10.5,05:41,76,603,,108.5,24.6,0,
,00:00:43,121,10.5,05:43,76,603,,111.5,24.6,0,
,00:00:44,123,10.4,05:45,77,603,,114.6,24.6,0,
,00:00:45,124,10.3,05:48,77,603,,117.1,24.6,0,
,00:00:46,126,10.3,05:50,77,603,,120.1,24.6,0,
,00:00:47,127,10.2,05:52,77,603,,123.1,24.5,0,
,00:00:48,128,10.2,05:53,77,603,,126.0,24.5,0,
,00:00:49,128,10.2,05:53,77,603,,128.5,24.5,0,
,00:00:50,129,10.2,05:53,77,603,,131.5,24.5,0,
,00:00:51,129,10.2,05:54,77,603,,134.4,24.5,0,
,00:00:52,129,10.1,05:55,77,603,,137.0,24.5,0,
,00:00:53,129,10.1,05:57,77,603,,139.9,24.4,0,
,00:00:54,129,10.0,05:59,77,603,,142.7,24.4,0,
,00:00:55,129,10.0,06:00,77,603,,145.7,24.4,0,
,00:00:56,129,10.0,06:02,77,602,,148.1,24.4,0,
,00:00:57,130,9.9,06:03,77,602,,151.0,24.4,0,
,00:00:58,130,9.9,06:03,77,602,,153.9,24.4,0,
,00:00:59,130,10.0,06:01,77,602,,156.3,24.4,0,
,00:01:00,131,10.1,05:58,76,602,,159.3,24.3,0,
,00:01:01,132,10.1,05:56,76,602,,162.2,24.3,0,
,00:01:02,133,10.1,05:55,76,602,,165.2,24.3,0,
,00:01:03,133,10.1,05:55,76,602,,167.6,24.3,0,
,00:01:04,133,10.1,05:57,77,602,,170.6,24.3,0,
,00:01:05,133,10.0,05:59,77,602,,173.5,24.2,0,
,00:01:06,132,10.0,06:01,77,602,,175.9,24.2,0,
,00:01:07,132,9.9,06:03,77,602,,178.8,24.2,0,
,00:01:08,132,9.8,06:06,76,602,,181.7,24.2,0,
,00:01:09,132,9.8,06:07,76,602,,184.5,24.2,0,
,00:01:10,132,9.8,06:08,76,602,,186.9,24.1,0,
,00:01:11,132,9.7,06:10,76,602,,189.7,24.1,0,
,00:01:12,131,9.7,06:11,77,602,,192.6,24.1,0,
,00:01:13,131,9.6,06:13,77,602,,194.9,24.1,0,
,00:01:14,130,9.6,06:14,78,602,,197.6,24.1,0,
,00:01:15,129,9.7,06:13,79,602,,200.5,24.0,0,
,00:01:16,129,9.9,06:04,79,602,,203.4,24.0,0,
,00:01:17,129,10.3,05:50,79,602,,205.9,24.0,0,
,00:01:18,128,10.7,05:36,78,602,,209.1,24.0,0,
,00:01:19,129,11.2,05:23,78,602,,212.4,24.0,0,
,00:01:20,129,11.5,05:13,78,603,,215.2,24.0,0,
,00:01:21,130,11.7,05:08,78,603,,218.6,24.0,0,
,00:01:22,131,11.7,05:08,78,603,,222.1,23.9,0,
,00:01:23,132,11.7,05:08,78,603,,222.2,23.9,0,
,00:01:24,133,11.5,05:12,78,603,,227.11,23.9,0,
,00:01:25,134,11.5,05:12,77,603,,228.4,23.9,0,
,00:01:26,135,11.4,05:17,76,603,,231.7,23.9,0,
,00:01:27,135,11.0,05:26,76,603,,236.61,23.8,0,
,00:01:28,136,11.0,05:26,76,602,,237.6,23.8,0,
,00:01:29,136,10.9,05:32,76,602,,240.8,23.8,0,
,00:01:30,136,10.7,05:37,77,602,,243.8,23.8,0,
,00:01:31,137,10.5,05:42,76,602,,246.4,23.8,0,
,00:01:32,137,10.4,05:48,76,602,,249.4,23.8,0,
,00:01:33,137,10.2,05:53,76,602,,252.4,23.7,0,
,00:01:34,138,10.1,05:58,76,602,,254.8,23.7,0,
,00:01:35,138,10.0,06:01,76,602,,257.6,23.7,0,
,00:01:36,138,9.9,06:04,77,602,,260.6,23.7,0,
,00:01:37,138,9.8,06:06,77,602,,263.4,23.7,0,
,00:01:38,137,9.8,06:08,77,602,,265.8,23.6,0,
,00:01:39,137,9.8,06:09,77,602,,268.6,23.6,0,
,00:01:40,136,9.7,06:10,77,602,,271.5,23.6,0,
,00:01:41,135,9.8,06:08,77,602,,273.9,23.6,0,
,00:01:42,135,9.9,06:05,77,602,,276.7,23.6,0,
,00:01:43,134,10.0,06:00,76,602,,279.7,23.6,0,
,00:01:44,133,10.1,05:56,77,602,,282.6,23.5,0,
,00:01:45,133,10.2,05:51,77,602,,285.1,23.5,0,
,00:01:46,132,10.4,05:47,77,602,,288.1,23.5,0,
,00:01:47,132,10.5,05:43,77,602,,291.2,23.5,0,
,00:01:48,132,10.6,05:40,77,602,,293.8,23.5,0,
,00:01:49,132,10.7,05:38,77,602,,296.9,23.5,0,
,00:01:50,132,10.7,05:35,77,602,,300.0,23.5,0,
,00:01:51,131,10.8,05:34,77,602,,303.2,23.4,0,
,00:01:52,131,10.8,05:33,77,602,,305.8,23.4,0,
,00:01:53,131,10.8,05:32,77,602,,309.0,23.4,0,
,00:01:54,131,10.9,05:31,77,602,,312.2,23.4,0,
,00:01:55,131,10.9,05:30,77,602,,314.8,23.4,0,
,00:01:56,131,10.9,05:30,77,602,,318.0,23.4,0,
,00:01:57,131,10.9,05:29,77,602,,321.2,23.3,0,
,00:01:58,131,10.9,05:29,77,602,,324.4,23.3,0,
,00:01:59,131,10.9,05:30,77,602,,327.0,23.3,0,
,00:02:00,130,10.9,05:30,79,602,,330.2,23.3,0,
,00:02:01,130,10.9,05:31,79,602,,333.4,23.3,0,
,00:02:02,130,10.9,05:31,78,602,,336.0,23.3,0,
,00:02:03,130,10.9,05:31,77,602,,339.2,23.2,0,
,00:02:04,129,10.8,05:33,76,602,,342.3,23.2,0,
,00:02:05,129,10.7,05:36,75,602,,345.5,23.2,0,
,00:02:06,129,10.5,05:41,75,602,,348.0,23.2,0,
,00:02:07,128,10.1,05:56,74,602,,350.9,23.2,0,
,00:02:08,128,9.9,06:04,74,602,,353.8,23.2,0,
,00:02:09,128,9.7,06:13,74,602,,356.1,23.1,0,
,00:02:10,128,9.4,06:24,74,602,,358.8,23.1,0,
,00:02:11,127,9.4,06:24,75,602,,359.0,23.1,0,
,00:02:12,128,9.2,06:33,75,600,,361.6,23.1,0,
,00:02:13,129,9.4,06:23,75,600,,366.4,23.1,0,
,00:02:14,131,9.4,06:23,75,600,,366.5,23.1,0,
,00:02:15,132,9.8,06:08,75,600,,369.5,23.0,0,
,00:02:16,132,10.1,05:57,75,600,,371.9,23.0,0,
,00:02:17,132,10.2,05:51,75,600,,374.9,23.0,0,
,00:02:18,133,10.0,06:00,75,600,,377.8,23.0,0,
,00:02:19,133,9.3,06:27,75,600,,380.5,23.0,0,
,00:02:20,135,8.7,06:55,76,600,,382.5,23.0,0,
,00:02:21,136,8.4,07:07,77,600,,384.9,23.0,0,
,00:02:22,138,8.4,07:11,77,600,,387.3,23.0,0,
,00:02:23,139,8.3,07:14,77,600,,389.3,22.9,0,
,00:02:24,140,8.3,07:15,77,600,,391.8,22.9,0,
,00:02:25,143,8.3,07:12,77,600,,394.3,22.9,0,
,00:02:26,143,8.5,07:05,77,600,,396.7,22.9,0,
,00:02:27,145,8.6,06:58,77,600,,398.8,22.9,0,
,00:02:28,146,8.8,06:50,77,600,,401.4,22.9,0,
,00:02:29,147,8.9,06:43,77,600,,404.0,22.8,0,
,00:02:30,148,9.0,06:38,76,600,,406.1,22.8,0,
,00:02:31,148,9.1,06:33,77,600,,408.9,22.8,0,
,00:02:32,148,9.3,06:28,77,600,,411.6,22.8,0,
,00:02:33,148,9.4,06:22,77,600,,414.4,22.8,0,
,00:02:34,147,9.6,06:17,77,600,,416.7,22.8,0,
,00:02:35,146,9.7,06:11,77,600,,419.5,22.8,0,
,00:02:36,145,9.8,06:05,77,600,,422.5,22.7,0,
,00:02:37,144,10.0,05:59,78,600,,424.8,22.7,0,
,00:02:38,143,10.2,05:52,79,600,,427.9,22.7,0,
,00:02:39,143,10.4,05:46,78,600,,430.9,22.7,0,
,00:02:40,141,10.6,05:40,78,600,,434.0,22.7,0,
,00:02:41,140,10.7,05:36,78,600,,436.6,22.7,0,
,00:02:42,139,10.8,05:34,78,600,,439.8,22.7,0,
,00:02:43,139,10.9,05:31,78,600,,442.9,22.6,0,
,00:02:44,138,10.9,05:29,78,600,,445.5,22.6,0,
,00:02:45,138,11.0,05:27,78,600,,448.8,22.6,0,
,00:02:46,141,11.1,05:26,77,600,,452.1,22.6,0,
,00:02:47,141,11.1,05:25,76,600,,455.2,22.6,0,
,00:02:48,142,11.1,05:26,76,600,,457.9,22.6,0,
,00:02:49,142,11.0,05:27,75,600,,461.2,22.6,0,
,00:02:50,143,10.9,05:31,75,600,,464.3,22.5,0,
,00:02:51,143,10.7,05:37,75,600,,466.9,22.5,0,
,00:02:52,143,10.5,05:44,75,600,,470.0,22.5,0,
,00:02:53,143,10.3,05:50,77,600,,472.9,22.5,0,
,00:02:54,143,10.1,05:56,77,600,,475.8,22.5,0,
,00:02:55,143,10.0,05:59,77,600,,478.2,22.5,0,
,00:02:56,143,10.0,06:01,76,600,,481.2,22.5,0,
,00:02:57,143,10.0,06:01,76,600,,481.3,22.5,0,
,00:02:58,143,10.0,06:00,76,600,,486.21,22.5,0,
,00:02:59,142,10.1,05:58,77,600,,489.4,22.4,0,
,00:03:00,140,10.1,05:58,77,600,,489.6,22.4,0,
,00:03:01,140,10.1,05:55,77,600,,492.5,22.4,0,
,00:03:02,140,10.2,05:53,77,600,,495.1,22.4,0,
,00:03:03,140,10.3,05:50,77,600,,498.0,22.4,0,
,00:03:04,139,10.4,05:47,77,600,,501.1,22.4,0,
,00:03:05,139,10.5,05:44,77,600,,503.6,22.4,0,
,00:03:06,139,10.6,05:41,77,600,,506.7,22.3,0,
,00:03:07,138,10.6,05:39,77,600,,509.8,22.3,0,
,00:03:08,138,10.7,05:37,77,600,,513.0,22.3,0,
,00:03:09,138,10.8,05:34,77,600,,515.6,22.3,0,
,00:03:10,137,10.9,05:30,77,600,,518.7,22.3,0,
,00:03:11,137,11.1,05:25,77,600,,522.0,22.3,0,
,00:03:12,136,11.2,05:21,77,600,,524.7,22.3,0,
,00:03:13,137,11.3,05:18,77,600,,528.0,22.2,0,
,00:03:14,138,11.4,05:16,77,600,,531.4,22.2,0,
,00:03:15,138,11.4,05:15,77,600,,534.7,22.2,0,
,00:03:16,138,11.4,05:15,77,600,,537.4,22.2,0,
,00:03:17,137,11.4,05:16,78,599,,540.8,22.2,0,
,00:03:18,136,11.3,05:18,78,599,,544.0,22.2,0,
,00:03:19,135,11.2,05:21,78,599,,546.8,22.2,0,
,00:03:20,136,11.1,05:24,78,599,,550.1,22.2,0,
,00:03:21,136,11.0,05:27,78,599,,553.2,22.2,0,
,00:03:22,136,10.9,05:30,78,599,,556.5,22.1,0,
,00:03:23,135,10.8,05:32,78,599,,559.1,22.1,0,
,00:03:24,135,10.8,05:34,78,599,,562.2,22.1,0,
,00:03:25,135,10.7,05:36,78,599,,565.3,22.1,0,
,00:03:26,135,10.6,05:38,78,599,,567.9,22.1,0,
,00:03:27,134,10.6,05:40,79,599,,570.9,22.1,0,
,00:03:28,135,10.5,05:42,78,599,,574.1,22.1,0,
,00:03:29,135,10.5,05:43,78,599,,577.1,22.1,0,
,00:03:30,136,10.5,05:44,78,599,,579.6,22.1,0,
,00:03:31,137,10.4,05:45,78,599,,582.7,22.0,0,
,00:03:32,137,10.4,05:46,78,599,,585.7,22.0,0,
,00:03:33,136,10.4,05:47,78,599,,588.1,22.0,0,
,00:03:34,136,10.3,05:48,78,599,,591.2,22.0,0,
,00:03:35,135,10.3,05:48,78,599,,594.2,22.0,0,
,00:03:36,135,10.4,05:47,78,599,,597.3,22.0,0,
,00:03:37,135,10.4,05:45,78,599,,599.8,22.0,0,
,00:03:38,134,10.5,05:43,78,599,,602.9,22.0,0,
,00:03:39,134,10.6,05:40,78,599,,605.9,22.0,0,
,00:03:40,134,10.7,05:37,78,599,,608.5,22.0,0,
,00:03:41,133,10.8,05:34,78,599,,611.7,22.0,0,
,00:03:42,133,10.9,05:32,78,599,,614.9,21.9,0,
,00:03:43,133,10.9,05:32,78,599,,615.0,21.9,0,
,00:03:44,132,11.0,05:28,78,599,,619.91,21.9,0,
,00:03:45,132,11.0,05:27,78,599,,623.9,21.9,0,
,00:03:46,132,11.0,05:27,78,599,,624.1,21.9,0,
,00:03:47,132,11.0,05:27,78,599,,629.01,21.9,0,
,00:03:48,132,11.0,05:27,78,599,,630.0,21.9,0,
,00:03:49,131,11.0,05:28,78,599,,633.2,21.9,0,
,00:03:50,131,11.0,05:29,78,599,,636.4,21.9,0,
,00:03:51,131,10.9,05:30,78,599,,639.0,21.9,0,
,00:03:52,130,10.8,05:32,78,599,,642.2,21.8,0,
,00:03:53,130,10.7,05:35,78,599,,645.3,21.8,0,
,00:03:54,130,10.6,05:38,78,599,,647.8,21.8,0,
,00:03:55,130,10.5,05:42,78,598,,651.0,21.8,0,
,00:03:56,130,10.4,05:47,78,598,,653.9,21.8,0,
,00:03:57,129,10.2,05:52,77,598,,656.9,21.8,0,
,00:03:58,129,10.1,05:58,76,598,,659.4,21.8,0,
,00:03:59,129,9.9,06:04,76,598,,662.2,21.8,0,
,00:04:00,129,9.7,06:10,74,598,,665.0,21.8,0,
,00:04:01,129,9.4,06:23,73,598,,667.3,21.7,0,
,00:04:02,131,9.3,06:27,73,598,,670.0,21.7,0,
,00:04:03,135,9.3,06:28,72,598,,672.7,21.7,0,
,00:04:04,136,9.3,06:26,73,598,,675.5,21.7,0,
,00:04:05,136,9.5,06:21,74,598,,677.7,21.7,0,
,00:04:06,137,9.6,06:15,75,598,,680.6,21.7,0,
,00:04:07,137,9.7,06:11,75,598,,683.4,21.7,0,
,00:04:08,137,9.8,06:09,75,598,,685.7,21.7,0,
,00:04:09,138,9.9,06:04,77,598,,688.6,21.6,0,
,00:04:10,138,10.0,06:00,78,598,,691.6,21.6,0,
,00:04:11,138,10.0,05:59,76,598,,694.5,21.6,0,
,00:04:12,138,10.0,06:00,77,598,,696.9,21.6,0,
,00:04:13,137,9.9,06:04,76,598,,699.8,21.6,0,
,00:04:14,137,9.8,06:08,77,598,,702.6,21.6,0,
,00:04:15,137,9.8,06:06,77,598,,705.0,21.6,0,
,00:04:16,137,9.9,06:03,77,598,,707.9,21.6,0,
,00:04:17,136,10.0,05:59,77,598,,710.9,21.6,0,
,00:04:18,135,10.1,05:56,77,598,,713.8,21.6,0,
,00:04:19,135,10.2,05:54,77,598,,716.2,21.6,0,
,00:04:20,134,10.2,05:54,77,598,,719.3,21.5,0,
,00:04:21,133,10.2,05:52,77,598,,722.2,21.5,0,
,00:04:22,133,10.3,05:50,77,598,,724.8,21.5,0,
,00:04:23,132,10.4,05:45,77,598,,727.8,21.5,0,
,00:04:24,130,10.6,05:40,77,598,,730.9,21.5,0,
,00:04:25,129,10.7,05:36,77,598,,734.1,21.5,0,
,00:04:26,129,10.8,05:32,77,598,,736.7,21.5,0,
,00:04:27,128,10.9,05:30,77,598,,739.8,21.5,0,
,00:04:28,127,10.9,05:29,76,598,,743.1,21.5,0,
,00:04:29,127,10.9,05:29,76,598,,743.2,21.5,0,
,00:04:30,127,10.9,05:30,77,598,,748.11,21.5,0,
,00:04:31,126,10.9,05:32,77,598,,752.0,21.5,0,
,00:04:32,126,10.9,05:32,77,598,,752.2,21.5,0,
,00:04:33,126,10.8,05:34,77,598,,757.11,21.4,0,
,00:04:34,126,10.8,05:34,77,598,,757.9,21.4,0,
,00:04:35,126,10.7,05:35,77,598,,761.1,21.4,0,
,00:04:36,126,10.7,05:36,77,598,,764.2,21.4,0,
,00:04:37,127,10.7,05:36,77,598,,766.8,21.4,0,
,00:04:38,127,10.7,05:36,77,598,,769.9,21.4,0,
,00:04:39,127,10.7,05:36,77,598,,773.0,21.4,0,
,00:04:40,127,10.7,05:36,77,598,,775.6,21.4,0,
,00:04:41,127,10.7,05:37,77,598,,778.7,21.4,0,
,00:04:42,127,10.7,05:37,77,598,,781.8,21.4,0,
,00:04:43,127,10.6,05:38,77,598,,785.0,21.4,0,
,00:04:44,127,10.6,05:40,76,598,,787.5,21.4,0,
,00:04:45,127,10.5,05:43,76,598,,790.5,21.4,0,
,00:04:46,128,10.3,05:48,76,598,,793.6,21.4,0,
,00:04:47,128,10.2,05:53,76,598,,796.0,21.4,0,
,00:04:48,129,10.1,05:58,76,598,,798.9,21.3,0,
,00:04:49,130,9.9,06:02,77,598,,801.9,21.3,0,
,00:04:50,130,9.9,06:05,77,598,,804.7,21.3,0,
,00:04:51,131,9.8,06:06,76,597,,807.1,21.3,0,
,00:04:52,131,9.8,06:06,77,597,,810.0,21.3,0,
,00:04:53,131,9.9,06:05,77,597,,812.8,21.3,0,
,00:04:54,131,9.9,06:03,77,597,,815.3,21.3,0,
,00:04:55,131,10.0,06:01,77,597,,818.1,21.3,0,
,00:04:56,131,10.0,06:00,76,597,,821.1,21.3,0,
,00:04:57,133,10.0,05:59,76,597,,824.0,21.3,0,
,00:04:58,133,10.1,05:58,77,597,,826.4,21.3,0,
,00:04:59,134,10.1,05:58,76,597,,829.4,21.3,0,
,00:05:00,134,10.1,05:58,76,597,,832.3,21.3,0,
,00:05:01,134,10.0,05:59,76,597,,834.7,21.3,0,
,00:05:02,135,10.0,06:00,76,597,,837.7,21.2,0,
,00:05:03,135,9.9,06:02,76,597,,840.6,21.2,0,
,00:05:04,135,9.8,06:08,76,597,,843.4,21.2,0,
,00:05:05,135,9.8,06:08,75,597,,846.1,21.2,0,
,00:05:06,134,9.8,06:08,75,597,,848.8,21.2,0,
,00:05:07,134,9.8,06:08,75,597,,851.5,21.2,0,
,00:05:08,134,9.8,06:08,75,597,,854.2,21.2,0,
,00:05:09,136,9.8,06:08,75,597,,854.2,21.2,0,
,00:05:10,140,9.8,06:08,75,597,,854.2,21.2,0,
,00:05:11,140,9.8,06:08,75,597,,854.2,21.2,0,
,00:05:12,142,9.8,06:08,0,597,,854.2,21.2,0,
,00:05:13,146,9.8,06:08,0,597,,854.2,21.2,0,
,00:05:14,146,0.0,00:00,0,597,,859.11,21.2,0,
,00:05:15,146,0.0,00:00,0,597,,864.01,21.1,0,
,00:05:16,146,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:17,140,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:18,136,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:19,136,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:20,132,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:21,128,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:22,126,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:23,126,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:24,121,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:25,119,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:26,119,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:27,116,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:28,116,0.0,00:00,0,597,,867.8,21.1,0,
,00:05:29,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:30,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:31,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:32,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:33,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:34,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:35,115,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:36,115,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:37,115,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:38,114,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:39,114,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:40,114,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:41,114,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:42,115,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:43,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:44,116,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:45,117,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:46,117,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:47,117,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:48,118,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:49,118,0.0,00:00,0,597,,867.8,21.0,0,
,00:05:50,118,0.0,00:00,58,597,,867.8,20.9,0,
,00:05:51,118,5.6,10:49,68,597,,867.8,20.9,154,
,00:05:52,119,7.6,07:52,74,597,,867.8,20.9,212,
,00:05:53,121,9.7,06:10,78,597,,867.8,20.9,270,
,00:05:54,121,10.2,05:55,79,597,,867.8,20.9,282,
,00:05:55,123,10.0,06:00,80,597,,867.9,20.9,276,
,00:05:56,125,9.9,06:05,80,597,,872.7,20.9,274,
,00:05:57,127,9.7,06:10,80,597,,877.61,20.9,270,
,00:05:58,127,9.6,06:15,80,597,,882.51,20.9,266,
,00:05:59,129,9.7,06:11,80,597,,887.42,20.9,270,
,00:06:00,135,10.0,06:00,80,597,,892.32,20.9,282,
,00:06:01,138,10.2,05:55,79,597,,897.23,20.9,290,
,00:06:02,138,10.3,05:51,79,597,,902.13,20.9,296,
,00:06:03,146,10.4,05:47,78,597,,905.7,20.9,300,
,00:06:04,149,10.3,05:48,78,597,,908.6,20.9,298,
,00:06:05,149,10.3,05:48,78,597,,911.7,20.9,298,
,00:06:06,150,10.4,05:47,78,597,,915.0,20.9,302,
,00:06:07,150,10.4,05:46,78,597,,918.4,20.9,304,
,00:06:08,150,10.4,05:45,78,597,,921.3,20.9,306,
,00:06:09,149,10.5,05:42,78,597,,923.9,20.9,308,
,00:06:10,149,10.5,05:42,78,597,,927.1,20.8,310,
,00:06:11,149,10.6,05:41,78,597,,930.6,20.9,314,
,00:06:12,149,10.6,05:41,78,597,,933.9,20.8,316,
,00:06:13,148,10.4,05:45,78,597,,937.5,20.8,312,
,00:06:14,147,10.4,05:47,78,597,,940.7,20.8,308,
,00:06:15,147,10.4,05:47,78,597,,943.7,20.8,310,
,00:06:16,146,10.3,05:51,78,597,,946.5,20.8,308,
,00:06:17,144,10.2,05:55,78,597,,949.2,20.8,304,
,00:06:18,143,10.2,05:55,78,597,,952.3,20.8,304,
,00:06:19,143,10.1,05:56,78,597,,954.9,20.8,304,
,00:06:20,142,10.0,06:00,78,597,,957.3,20.8,300,
,00:06:21,141,9.9,06:03,78,597,,959.8,20.8,296,
,00:06:22,140,9.9,06:04,78,597,,962.2,20.8,294,
,00:06:23,140,9.9,06:05,78,597,,965.0,20.8,294,
,00:06:24,139,9.8,06:07,79,597,,967.7,20.8,292,
,00:06:25,139,9.8,06:07,79,597,,970.5,20.8,292,
,00:06:26,139,9.8,06:07,79,597,,974.2,20.8,294,
,00:06:27,138,9.8,06:07,79,597,,977.7,20.7,296,
,00:06:28,138,9.8,06:07,79,597,,981.2,20.7,296,
,00:06:29,138,9.8,06:07,78,597,,984.7,20.7,296,
,00:06:30,138,9.8,06:07,78,597,,988.2,20.7,296,
,00:06:31,137,9.9,06:04,78,598,,991.9,20.7,300,
,00:06:32,136,10.0,06:01,78,598,,995.5,20.7,304,
,00:06:33,136,10.1,05:57,78,598,,999.6,20.7,310,
,00:06:34,135,10.2,05:54,79,598,,1003.8,20.7,314,
,00:06:35,136,10.3,05:50,79,598,,1007.2,20.7,316,
,00:06:36,136,10.3,05:48,79,598,,1010.5,20.7,314,
,00:06:37,136,10.4,05:45,78,598,,1014.3,20.7,316,
,00:06:38,137,10.5,05:43,78,598,,1018.5,20.7,320,
,00:06:39,137,10.6,05:39,78,598,,1022.4,20.6,324,
,00:06:40,137,10.7,05:35,78,598,,1025.9,20.6,330,
,00:06:41,138,10.8,05:33,78,599,,1029.1,20.6,334,
,00:06:42,138,10.9,05:31,78,599,,1032.5,20.6,334,
,00:06:43,138,10.9,05:30,78,599,,1035.6,20.6,334,
,00:06:44,138,10.9,05:30,78,599,,1038.4,20.6,332,
,00:06:45,138,10.9,05:30,78,599,,1041.4,20.6,330,
,00:06:46,137,10.9,05:31,78,599,,1044.1,20.6,330,
,00:06:47,137,10.9,05:31,78,599,,1046.9,20.6,332,
,00:06:48,138,10.8,05:34,78,599,,1049.6,20.6,330,
,00:06:49,138,10.7,05:36,78,599,,1052.0,20.6,328,
,00:06:50,138,10.7,05:37,78,599,,1054.7,20.6,324,
,00:06:51,138,10.6,05:40,78,599,,1057.0,20.6,320,
,00:06:52,138,10.6,05:39,78,599,,1059.4,20.6,320,
,00:06:53,138,11.0,05:27,78,599,,1061.9,20.5,330,
,00:06:54,138,11.5,05:13,78,599,,1065.0,20.5,344,
,00:06:55,138,12.2,04:54,78,599,,1068.9,20.5,360,
,00:06:56,138,13.1,04:34,78,599,,1073.5,20.5,380,
,00:06:57,138,13.3,04:31,78,599,,1078.41,20.5,378,
