Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),Unnamed: 11
,00:00:59,132,10.6,05:40,77,576,,216.57,28.6,328,
,00:01:00,133,10.7,05:38,77,576,,221.51,28.6,326,
,00:01:01,133,10.7,05:36,77,576,,226.46,28.5,324,
,00:01:02,133,10.7,05:38,77,576,,229.4,28.5,318,
,00:01:03,133,10.6,05:41,77,576,,229.7,28.5,308,
,00:01:04,133,10.4,05:47,77,576,,229.7,28.4,298,
,00:01:05,133,10.1,05:55,77,576,,229.7,28.4,288,
,00:01:06,133,9.9,06:05,76,576,,229.7,28.4,278,
,00:01:07,132,9.7,06:13,76,576,,230.3,28.4,272,
,00:01:08,132,9.5,06:19,77,576,,232.0,28.3,266,
,00:01:09,132,9.4,06:23,76,576,,234.1,28.3,262,
,00:01:10,132,9.3,06:25,77,576,,236.3,28.3,260,
,00:01:11,133,9.3,06:27,76,576,,238.8,28.2,260,
,00:01:12,132,9.3,06:26,76,576,,242.8,28.2,262,
,00:01:13,132,9.4,06:24,77,576,,247.1,28.2,268,
,00:01:14,132,9.5,06:21,77,576,,251.4,28.1,272,
,00:01:15,132,9.6,06:16,77,576,,256.35,28.1,274,
,00:01:16,131,9.7,06:11,77,576,,261.2,28.1,278,
,00:01:17,131,9.9,06:05,77,576,,265.5,28.1,282,
,00:01:18,131,10.0,06:01,77,576,,270.4,28.0,284,
,00:01:19,130,10.1,05:56,77,576,,275.0,28.0,290,
,00:01:20,130,10.2,05:53,76,576,,279.5,28.0,296,
,00:01:21,128,10.3,05:49,77,576,,284.3,27.9,298,
,00:01:22,127,10.4,05:45,76,576,,289.1,27.9,304,
,00:01:23,127,10.6,05:41,76,576,,293.4,27.9,308,
,00:01:24,127,10.7,05:38,76,576,,297.5,27.9,314,
,00:01:25,127,10.8,05:34,76,576,,302.3,27.9,320,
,00:01:26,129,10.9,05:31,77,576,,306.1,27.8,322,
,00:01:27,130,11.0,05:28,76,576,,309.5,27.8,324,
,00:01:28,131,11.1,05:25,77,576,,312.6,27.8,324,
,00:01:29,132,11.1,05:25,77,576,,315.4,27.7,324,
,00:01:30,133,11.1,05:25,77,576,,317.5,27.7,324,
,00:01:31,133,11.0,05:27,77,576,,319.3,27.7,322,
,00:01:32,133,10.9,05:30,77,576,,321.6,27.6,320,
,00:01:33,133,10.8,05:33,77,576,,323.8,27.6,318,
,00:01:34,132,10.8,05:35,77,576,,325.3,27.6,318,
,00:01:35,131,10.7,05:36,77,576,,328.1,27.6,318,
,00:01:36,131,10.7,05:36,77,576,,332.0,27.5,320,
,00:01:37,131,10.7,05:36,77,576,,334.8,27.5,322,
,00:01:38,131,10.7,05:36,77,576,,337.0,27.5,320,
,00:01:39,131,10.7,05:36,76,576,,339.5,27.5,318,
,00:01:40,132,10.7,05:36,77,576,,343.1,27.4,314,
,00:01:41,132,10.7,05:36,77,576,,347.5,27.4,312,
,00:01:42,133,10.8,05:35,77,576,,351.5,27.4,312,
,00:01:43,133,10.8,05:33,77,576,,355.0,27.4,312,
,00:01:44,134,10.9,05:31,77,576,,358.6,27.3,314,
,00:01:45,134,10.9,05:29,76,576,,362.1,27.3,316,
,00:01:46,135,11.0,05:27,77,576,,366.2,27.3,320,
,00:01:47,135,11.1,05:25,76,576,,370.3,27.3,324,
,00:01:48,135,11.1,05:23,76,576,,374.3,27.2,328,
,00:01:49,134,11.2,05:22,77,576,,378.3,27.2,328,
,00:01:50,134,11.2,05:21,77,576,,381.8,27.2,330,
,00:01:51,134,11.2,05:21,77,576,,384.3,27.1,326,
,00:01:52,134,11.2,05:22,77,576,,386.0,27.1,324,
,00:01:53,134,11.1,05:24,77,576,,387.3,27.1,324,
,00:01:54,134,11.0,05:27,77,577,,389.1,27.1,322,
,00:01:55,134,10.9,05:31,77,577,,392.3,27.0,318,
,00:01:56,134,9.8,06:06,77,577,,395.0,27.0,288,
,00:01:57,134,9.3,06:29,77,577,,397.1,27.0,272,
,00:01:58,134,8.8,06:48,77,577,,398.6,26.9,258,
,00:01:59,135,8.6,07:00,77,577,,399.8,26.9,252,
,00:02:00,135,8.6,07:00,76,577,,401.8,26.9,294,
,00:02:01,135,10.5,05:44,77,577,,404.5,26.8,272,
,00:02:02,136,10.5,05:42,77,577,,404.5,26.8,262,
,00:02:03,136,8.9,06:46,77,577,,404.5,26.8,262,
,00:02:04,135,8.2,07:18,77,577,,406.7,26.8,244,
,00:02:05,135,7.8,07:42,77,577,,406.7,26.7,232,
,00:02:06,134,7.3,08:17,77,577,,406.7,26.7,214,
,00:02:07,133,6.8,08:52,77,577,,406.7,26.6,196,
,00:02:08,132,6.2,09:41,77,576,,409.3,26.6,176,
,00:02:09,132,6.0,09:56,76,576,,412.3,26.6,168,
,00:02:10,131,5.8,10:21,76,576,,415.3,26.6,158,
,00:02:11,132,5.6,10:42,76,576,,417.9,26.5,152,
,00:02:12,132,5.5,11:01,76,576,,419.8,26.5,144,
,00:02:13,132,5.6,10:46,76,576,,421.4,26.5,146,
,00:02:14,133,5.9,10:07,77,576,,421.4,26.4,154,
,00:02:15,132,6.5,09:18,77,576,,421.5,26.4,164,
,00:02:16,131,7.0,08:34,77,576,,422.6,26.4,178,
,00:02:17,131,7.5,07:58,77,576,,424.8,26.4,190,
,00:02:18,131,7.9,07:35,77,576,,427.8,26.3,200,
,00:02:19,131,8.1,07:25,77,576,,431.7,26.3,206,
,00:02:20,132,8.3,07:15,77,576,,436.2,26.3,210,
,00:02:21,132,8.4,07:07,76,576,,441.0,26.3,216,
,00:02:22,132,8.6,07:00,77,576,,445.5,26.2,220,
,00:02:23,131,8.7,06:54,77,576,,449.4,26.2,226,
,00:02:24,131,8.8,06:48,77,576,,452.9,26.2,230,
,00:02:25,130,9.0,06:42,77,576,,456.2,26.2,236,
,00:02:26,130,9.1,06:37,77,576,,459.1,26.1,238,
,00:02:27,129,9.2,06:33,77,576,,461.8,26.1,240,
,00:02:28,129,9.3,06:29,76,576,,464.5,26.1,246,
,00:02:29,130,9.4,06:25,77,576,,467.1,26.1,250,
,00:02:30,130,9.4,06:22,76,576,,469.8,26.0,252,
,00:02:31,131,9.5,06:19,77,576,,472.3,26.0,254,
,00:02:32,131,9.6,06:17,77,576,,475.1,26.0,256,
,00:02:33,131,9.6,06:14,77,576,,478.2,26.0,260,
,00:02:34,130,9.7,06:12,77,576,,482.9,26.0,264,
,00:02:35,131,9.7,06:10,77,576,,487.85,25.9,270,
,00:02:36,131,9.8,06:07,77,576,,492.79,25.9,274,
,00:02:37,131,9.9,06:05,76,576,,497.2,25.9,282,
,00:02:38,131,9.9,06:03,77,576,,501.2,25.9,286,
,00:02:39,131,10.0,06:01,76,576,,506.15,25.8,288,
,00:02:40,131,10.0,06:00,76,577,,511.09,25.8,292,
,00:02:41,131,10.1,05:58,77,577,,516.0,25.8,296,
,00:02:42,132,10.1,05:56,77,577,,519.7,25.8,300,
,00:02:43,132,10.1,05:55,77,577,,522.4,25.7,304,
,00:02:44,132,10.2,05:54,77,577,,525.4,25.7,310,
,00:02:45,132,10.2,05:53,77,577,,528.9,25.7,310,
,00:02:46,133,10.2,05:52,77,577,,532.6,25.7,312,
,00:02:47,133,10.3,05:51,77,577,,536.4,25.6,310,
,00:02:48,133,10.3,05:50,77,577,,540.3,25.6,310,
,00:02:49,133,10.3,05:49,77,577,,544.3,25.6,310,
,00:02:50,133,10.3,05:48,77,577,,548.6,25.6,310,
,00:02:51,132,10.4,05:47,77,577,,552.7,25.6,312,
,00:02:52,132,10.4,05:47,77,577,,556.4,25.5,310,
,00:02:53,132,10.4,05:46,77,577,,560.2,25.5,308,
,00:02:54,132,10.4,05:45,77,577,,564.1,25.5,308,
,00:02:55,132,10.5,05:44,77,577,,567.6,25.5,306,
,00:02:56,131,10.5,05:44,77,577,,571.1,25.5,308,
,00:02:57,131,10.5,05:43,77,577,,574.2,25.4,306,
,00:02:58,130,10.5,05:42,77,577,,577.0,25.4,306,
,00:02:59,131,10.5,05:42,76,577,,579.8,25.4,308,
,00:03:00,131,10.6,05:41,76,577,,582.6,25.4,310,
,00:03:01,131,10.6,05:40,76,577,,585.8,25.3,310,
,00:03:02,131,10.6,05:40,76,577,,588.6,25.3,308,
,00:03:03,131,10.6,05:40,77,577,,591.1,25.3,304,
,00:03:04,130,10.6,05:40,77,577,,593.4,25.3,304,
,00:03:05,131,10.6,05:41,77,577,,595.4,25.3,300,
,00:03:06,131,10.5,05:42,77,577,,597.6,25.2,304,
,00:03:07,132,10.5,05:44,77,578,,599.8,25.2,304,
,00:03:08,132,10.5,05:44,77,578,,601.8,25.2,306,
,00:03:09,132,10.4,05:45,77,578,,604.2,25.2,308,
,00:03:10,132,10.2,05:53,77,578,,606.6,25.2,302,
,00:03:11,132,10.1,05:56,77,578,,609.7,25.1,300,
,00:03:12,132,10.1,05:56,77,578,,613.1,25.1,298,
,00:03:13,132,10.1,05:55,77,578,,617.0,25.1,300,
,00:03:14,133,10.2,05:54,77,578,,621.6,25.1,302,
,00:03:15,133,10.2,05:53,76,578,,625.4,25.1,304,
,00:03:16,133,10.2,05:53,77,578,,629.0,25.1,304,
,00:03:17,134,10.2,05:52,77,578,,632.6,25.0,306,
,00:03:18,133,10.2,05:52,77,578,,636.2,25.0,304,
,00:03:19,133,10.2,05:52,76,578,,639.5,25.0,302,
,00:03:20,133,10.2,05:53,76,578,,642.5,25.0,304,
,00:03:21,133,10.1,05:56,76,578,,645.4,25.0,302,
,00:03:22,133,10.2,05:55,77,578,,647.6,25.0,304,
,00:03:23,134,10.2,05:54,77,578,,649.8,24.9,306,
,00:03:24,134,10.2,05:53,77,578,,652.6,24.9,306,
,00:03:25,134,10.2,05:52,77,578,,655.4,24.9,306,
,00:03:26,135,10.3,05:51,76,578,,658.1,24.9,306,
,00:03:27,134,10.3,05:50,76,578,,660.7,24.8,304,
,00:03:28,134,10.3,05:50,76,578,,663.5,24.8,304,
,00:03:29,134,10.3,05:49,76,578,,666.7,24.8,302,
,00:03:30,134,10.3,05:49,76,578,,669.6,24.8,300,
,00:03:31,134,10.4,05:46,76,578,,672.7,24.8,298,
,00:03:32,134,10.5,05:44,77,578,,675.6,24.8,298,
,00:03:33,134,10.6,05:40,77,578,,678.5,24.8,302,
,00:03:34,134,10.8,05:35,77,578,,681.7,24.7,306,
,00:03:35,134,10.9,05:30,77,579,,685.1,24.7,312,
,00:03:36,133,11.1,05:25,77,579,,688.6,24.7,316,
,00:03:37,133,11.2,05:22,77,579,,692.1,24.7,316,
,00:03:38,133,11.2,05:21,77,579,,695.3,24.7,316,
,00:03:39,133,11.2,05:21,76,579,,698.9,24.6,320,
,00:03:40,133,11.1,05:25,76,579,,702.2,24.6,318,
,00:03:41,133,10.7,05:36,76,579,,705.2,24.6,308,
,00:03:42,134,7.2,08:23,94,579,,707.6,24.6,202,
,00:03:43,134,7.1,08:30,97,579,,708.7,24.6,196,
,00:03:44,134,6.7,09:01,87,579,,709.9,24.6,182,
,00:03:45,134,6.2,09:40,81,578,,712.8,24.5,164,
,00:03:46,133,7.0,08:38,78,578,,716.1,24.5,178,
,00:03:47,132,6.6,09:03,77,578,,720.2,24.5,166,
,00:03:48,131,6.6,09:06,77,578,,723.5,24.5,160,
,00:03:49,129,6.7,08:56,76,578,,723.5,24.5,160,
,00:03:50,128,6.6,09:02,73,578,,725.5,24.5,156,
,00:03:51,127,6.7,09:01,71,578,,730.45,24.5,158,
,00:03:52,128,6.7,09:00,70,578,,735.39,24.5,160,
,00:03:53,129,7.8,07:43,74,578,,737.5,24.4,192,
,00:03:54,131,7.0,08:31,75,578,,737.7,24.4,180,
,00:03:55,131,6.8,08:48,75,579,,737.7,24.4,182,
,00:03:56,133,7.2,08:21,75,579,,740.6,24.4,198,
,00:03:57,135,7.8,07:40,75,579,,745.0,24.4,222,
,00:03:58,136,8.1,07:23,76,579,,745.1,24.4,238,
,00:03:59,137,8.3,07:13,76,580,,746.9,24.3,252,
,00:04:00,138,8.4,07:07,77,580,,748.6,24.3,262,
,00:04:01,139,8.5,07:03,76,580,,752.5,24.3,270,
,00:04:02,140,8.6,07:01,76,580,,756.9,24.3,278,
,00:04:03,140,8.6,06:59,77,581,,761.0,24.3,288,
,00:04:04,139,8.6,06:58,76,581,,764.3,24.3,298,
,00:04:05,138,8.7,06:56,76,581,,767.5,24.3,310,
,00:04:06,138,8.7,06:55,76,581,,770.6,24.2,318,
,00:04:07,138,8.7,06:53,76,581,,773.3,24.2,324,
,00:04:08,138,8.7,06:52,76,581,,775.7,24.2,330,
,00:04:09,138,8.8,06:51,77,581,,778.0,24.2,334,
,00:04:10,139,8.8,06:50,76,581,,780.5,24.2,344,
,00:04:11,139,8.8,06:49,77,581,,782.6,24.2,352,
,00:04:12,139,8.8,06:48,77,581,,784.7,24.1,358,
,00:04:13,140,8.8,06:48,77,581,,787.2,24.1,362,
,00:04:14,141,8.8,06:47,77,581,,789.9,24.1,366,
,00:04:15,141,8.9,06:47,76,583,,792.6,24.1,368,
,00:04:16,142,8.9,06:47,76,583,,795.3,24.1,368,
,00:04:17,142,8.9,06:46,76,583,,798.1,24.1,370,
,00:04:18,142,8.9,06:45,76,583,,801.0,24.0,382,
,00:04:19,142,8.9,06:45,76,583,,803.7,24.0,388,
,00:04:20,143,8.9,06:44,76,583,,806.4,24.0,392,
,00:04:21,143,8.9,06:43,76,583,,809.3,24.0,390,
,00:04:22,143,9.0,06:42,76,583,,812.2,24.0,386,
,00:04:23,143,9.0,06:40,76,585,,815.0,24.0,380,
,00:04:24,142,9.0,06:39,76,585,,817.9,24.0,372,
,00:04:25,142,9.1,06:37,76,585,,820.8,23.9,362,
,00:04:26,142,9.1,06:35,76,585,,823.6,24.0,354,
,00:04:27,142,9.2,06:33,76,585,,826.3,23.9,346,
,00:04:28,142,9.2,06:31,76,585,,829.3,23.9,338,
,00:04:29,142,9.3,06:29,76,585,,832.3,23.9,332,
,00:04:30,142,9.3,06:28,76,585,,835.2,23.9,330,
,00:04:31,142,9.3,06:25,76,585,,837.9,23.9,330,
,00:04:32,143,9.4,06:24,76,585,,840.7,23.9,330,
,00:04:33,143,9.4,06:22,76,585,,843.5,23.8,330,
,00:04:34,144,9.5,06:21,76,585,,846.1,23.9,332,
,00:04:35,144,9.5,06:19,76,586,,848.8,23.8,334,
,00:04:36,145,9.5,06:18,76,586,,851.7,23.8,338,
,00:04:37,145,9.6,06:17,77,586,,854.4,23.8,340,
,00:04:38,145,9.6,06:15,76,586,,857.1,23.8,340,
,00:04:39,145,9.6,06:14,76,586,,859.9,23.8,340,
,00:04:40,145,9.7,06:13,76,586,,862.8,23.8,342,
,00:04:41,146,9.7,06:12,76,586,,865.9,23.8,344,
,00:04:42,146,9.7,06:11,76,586,,868.8,23.7,344,
,00:04:43,146,9.7,06:10,77,586,,871.7,23.7,342,
,00:04:44,145,9.8,06:09,76,587,,874.8,23.7,340,
,00:04:45,143,9.8,06:08,76,587,,877.6,23.7,340,
,00:04:46,142,9.8,06:07,77,587,,880.4,23.7,336,
,00:04:47,142,9.9,06:05,76,587,,883.3,23.7,332,
,00:04:48,141,9.9,06:05,77,587,,886.2,23.7,328,
,00:04:49,141,9.9,06:04,77,587,,889.1,23.6,326,
,00:04:50,141,9.9,06:03,76,587,,892.0,23.6,326,
,00:04:51,141,9.9,06:02,77,587,,894.9,23.6,324,
,00:04:52,141,10.0,06:01,77,587,,897.9,23.6,320,
,00:04:53,142,10.0,06:00,76,587,,900.9,23.6,318,
,00:04:54,142,10.0,06:00,77,587,,903.9,23.6,316,
,00:04:55,142,10.0,05:59,76,587,,906.9,23.6,312,
,00:04:56,141,10.1,05:58,76,587,,909.7,23.6,308,
,00:04:57,141,10.1,05:57,76,587,,912.6,23.6,308,
,00:04:58,140,10.1,05:56,76,587,,915.6,23.5,308,
,00:04:59,140,10.1,05:55,76,587,,918.5,23.5,308,
,00:05:00,139,10.2,05:55,76,587,,921.3,23.5,310,
,00:05:01,139,10.2,05:54,76,587,,924.2,23.5,308,
,00:05:02,140,10.2,05:53,76,587,,927.2,23.5,308,
,00:05:03,140,10.2,05:53,76,587,,930.1,23.5,308,
,00:05:04,141,10.2,05:52,76,587,,933.0,23.5,306,
,00:05:05,141,10.3,05:51,76,587,,936.1,23.5,306,
,00:05:06,141,10.3,05:51,76,587,,939.2,23.4,308,
,00:05:07,142,10.3,05:49,76,587,,942.1,23.4,310,
,00:05:08,142,10.4,05:47,76,587,,945.2,23.4,312,
,00:05:09,142,10.4,05:46,76,588,,948.4,23.4,314,
,00:05:10,143,10.4,05:45,76,588,,951.6,23.4,314,
,00:05:11,142,10.5,05:44,76,588,,954.7,23.4,312,
,00:05:12,142,10.5,05:43,76,588,,957.8,23.4,306,
,00:05:13,141,10.5,05:42,76,587,,961.0,23.4,302,
,00:05:14,141,10.5,05:42,76,587,,964.0,23.3,298,
,00:05:15,141,10.6,05:41,76,587,,967.1,23.3,296,
,00:05:16,141,10.6,05:41,76,587,,970.0,23.3,294,
,00:05:17,141,10.6,05:40,76,587,,973.2,23.3,294,
,00:05:18,140,10.6,05:39,76,587,,976.1,23.3,294,
,00:05:19,140,10.6,05:38,76,587,,979.1,23.3,294,
,00:05:20,141,10.7,05:38,76,587,,982.2,23.3,290,
,00:05:21,141,10.7,05:37,76,587,,985.3,23.2,288,
,00:05:22,141,10.7,05:36,76,587,,988.3,23.2,286,
,00:05:23,140,10.7,05:36,76,587,,991.3,23.2,286,
,00:05:24,140,10.7,05:35,76,587,,994.4,23.2,286,
,00:05:25,140,10.8,05:34,76,587,,997.6,23.2,286,
,00:05:26,140,10.8,05:33,76,587,,1000.7,23.2,284,
,00:05:27,140,10.9,05:31,76,587,,1004.0,23.2,284,
,00:05:28,140,10.9,05:30,76,587,,1007.2,23.1,286,
,00:05:29,139,10.9,05:29,76,587,,1010.4,23.1,286,
,00:05:30,139,11.0,05:28,77,587,,1013.7,23.1,282,
,00:05:31,139,11.0,05:28,76,586,,1016.9,23.1,278,
,00:05:32,139,11.0,05:27,76,586,,1020.3,23.1,270,
,00:05:33,139,11.0,05:26,76,586,,1023.5,23.1,270,
,00:05:34,139,11.1,05:26,76,586,,1026.6,23.1,274,
,00:05:35,139,11.1,05:25,76,586,,1029.8,23.1,276,
,00:05:36,138,11.1,05:25,77,586,,1033.0,23.1,280,
,00:05:37,138,11.1,05:25,76,586,,1036.0,23.1,282,
,00:05:38,137,11.1,05:24,76,586,,1039.0,23.0,284,
,00:05:39,137,11.1,05:23,76,586,,1042.3,23.0,288,
,00:05:40,137,11.1,05:23,76,586,,1045.4,23.0,292,
,00:05:41,136,11.2,05:23,77,586,,1048.6,23.0,296,
,00:05:42,137,11.2,05:22,77,586,,1051.7,23.0,298,
,00:05:43,137,11.2,05:22,77,586,,1054.9,23.0,300,
,00:05:44,137,11.2,05:21,77,586,,1058.0,22.9,300,
,00:05:45,137,11.3,05:20,77,586,,1061.3,23.0,300,
,00:05:46,137,11.3,05:19,77,586,,1064.8,22.9,302,
,00:05:47,136,11.3,05:18,77,586,,1068.1,22.9,298,
,00:05:48,136,11.4,05:16,77,586,,1071.3,22.9,294,
,00:05:49,135,11.4,05:15,77,586,,1074.7,22.9,292,
,00:05:50,134,11.5,05:14,77,586,,1078.3,22.9,290,
,00:05:51,133,11.5,05:13,77,586,,1081.9,22.9,288,
,00:05:52,133,11.6,05:12,77,586,,1085.3,22.9,286,
,00:05:53,132,11.6,05:10,77,585,,1088.7,22.9,282,
,00:05:54,132,11.7,05:08,77,585,,1092.1,22.9,280,
,00:05:55,132,11.8,05:06,77,585,,1095.4,22.9,278,
,00:05:56,133,11.9,05:03,78,585,,1098.9,22.9,280,
,00:05:57,133,12.1,04:58,78,585,,1102.5,22.8,286,
,00:05:58,133,12.3,04:53,78,585,,1106.1,22.8,292,
,00:05:59,132,12.4,04:51,79,585,,1109.5,22.8,294,
,00:06:00,132,12.4,04:50,78,585,,1113.0,22.8,294,
,00:06:01,132,12.5,04:48,78,584,,1116.6,22.8,294,
,00:06:02,131,12.6,04:47,78,584,,1120.2,22.8,290,
,00:06:03,131,12.6,04:47,78,583,,1123.8,22.8,284,
,00:06:04,131,12.6,04:47,78,583,,1127.4,22.8,278,
,00:06:05,130,12.5,04:47,78,583,,1130.8,22.8,274,
,00:06:06,130,12.5,04:48,78,583,,1134.1,22.8,272,
,00:06:07,129,12.5,04:49,78,582,,1137.6,22.8,268,
,00:06:08,129,12.4,04:50,78,582,,1141.0,22.8,268,
,00:06:09,129,12.4,04:51,78,582,,1144.3,22.8,268,
,00:06:10,129,12.3,04:52,78,582,,1147.7,22.7,270,
,00:06:11,129,12.3,04:53,78,582,,1150.8,22.7,272,
,00:06:12,128,12.2,04:55,78,582,,1154.0,22.7,274,
,00:06:13,128,12.1,04:57,78,582,,1157.2,22.7,274,
,00:06:14,127,12.0,04:59,78,582,,1160.2,22.7,276,
,00:06:15,126,12.0,05:01,79,582,,1163.4,22.7,278,
,00:06:16,126,11.8,05:04,78,582,,1166.5,22.7,276,
,00:06:17,127,11.7,05:08,78,581,,1169.5,22.7,272,
,00:06:18,127,11.6,05:10,78,581,,1172.4,22.7,272,
,00:06:19,127,11.6,05:11,78,581,,1175.1,22.7,272,
,00:06:20,127,11.5,05:13,78,581,,1178.0,22.7,274,
,00:06:21,126,11.4,05:15,78,581,,1180.9,22.7,272,
,00:06:22,126,11.4,05:16,78,581,,1183.6,22.7,270,
,00:06:23,127,11.3,05:18,78,581,,1186.3,22.6,268,
,00:06:24,128,11.3,05:20,78,581,,1189.0,22.6,268,
,00:06:25,128,11.2,05:22,78,581,,1191.9,22.6,268,
,00:06:26,128,11.2,05:23,78,581,,1195.0,22.6,270,
,00:06:27,128,11.1,05:23,78,581,,1197.8,22.6,270,
,00:06:28,128,11.1,05:24,78,581,,1200.9,22.6,270,
,00:06:29,127,11.1,05:24,77,581,,1203.6,22.6,272,
,00:06:30,127,11.1,05:23,76,581,,1206.5,22.6,274,
,00:06:31,127,11.1,05:23,76,581,,1209.6,22.6,276,
,00:06:32,126,11.1,05:24,76,581,,1212.7,22.6,278,
,00:06:33,126,11.1,05:25,76,581,,1215.6,22.6,276,
,00:06:34,126,11.1,05:26,77,581,,1218.6,22.6,276,
,00:06:35,126,11.0,05:27,77,581,,1221.5,22.6,272,
,00:06:36,126,11.0,05:28,77,581,,1224.5,22.6,272,
,00:06:37,127,11.0,05:28,77,581,,1227.2,22.6,272,
,00:06:38,127,11.0,05:26,77,581,,1230.2,22.6,270,
,00:06:39,128,11.1,05:25,77,580,,1233.5,22.6,268,
,00:06:40,129,11.1,05:24,77,580,,1236.7,22.6,268,
,00:06:41,130,11.2,05:23,77,580,,1239.9,22.6,266,
,00:06:42,130,11.2,05:21,77,580,,1243.3,22.5,260,
,00:06:43,130,11.2,05:21,77,579,,1246.9,22.6,260,
,00:06:44,130,11.3,05:19,77,579,,1250.5,22.5,260,
,00:06:45,129,11.3,05:18,78,579,,1253.9,22.5,260,
,00:06:46,129,11.3,05:18,79,579,,1257.3,22.5,258,
,00:06:47,129,11.4,05:17,79,579,,1260.7,22.5,258,
,00:06:48,128,11.4,05:17,78,579,,1263.9,22.5,260,
,00:06:49,128,11.4,05:17,78,578,,1267.0,22.5,260,
,00:06:50,127,11.4,05:17,78,578,,1270.2,22.5,264,
,00:06:51,126,11.4,05:17,78,578,,1273.3,22.5,266,
,00:06:52,126,11.4,05:17,79,578,,1275.9,22.5,266,
,00:06:53,126,11.4,05:16,79,578,,1278.6,22.5,268,
,00:06:54,126,11.3,05:17,84,578,,1281.4,22.5,266,
,00:06:55,126,11.3,05:20,86,577,,1284.3,22.5,260,
